Section data name;Section Widget id;Text Sub id;Text
Scan text;2;25;Une corne effilée\ncomme un rasoir.\nCette lame, utilisée\ncomme objet, donne\ndes forces\nmagiques et\ncuratives.
Scan text;2;26;Très résistant à la\nmagie, qui n'a\npratiquement aucun\neffet sur lui. Mais\nvulnérable aux\nattaques armées.
Scan text;2;27;Garde la citadelle\nd'Ultimecia. Ses\npouvoirs sont\nénormes (ceux de\n ses adversaires\nsont désactivés!).
Scan text;2;28;Véritable forme de\nBrahman. Style de\ncombat différent.\nInvoque d'autres\nmonstres et utilise\nla Châtiment.
Scan text;2;29;Un grand monstre\ndes plaines du nord.\nDifficile à vaincre\nen raison de ses HP\nélevés. Utilise la\nmagie glaçante.
Scan text;2;30;Ce grand serpent\nvenimeux attaque\nen vous étouffant.\nQuand son niveau\nd'HP est bas, il\ncrache du venin.
Scan text;2;31;Son corps n'est\nqu'un tube digestif.\nIl tue ses ennemis\navec ses\ntentacules.\nPossède le gaz\nMorphée.
Scan text;2;32;Son regard pétrifie\nses ennemis. Ses\nbattements d'ailes\ninvoquent la Foudre.\nA maturité il peut\nutiliser Firmament.
Scan text;2;33;Malgré son air\nbalourd, il attaque\ntrès rapidement.\nSon sort Ultra\nWaves atteint tous\nses ennemis.
Scan text;2;34;Une sorte de\nchauve-souris très\nvorace.  Embusquée\ndans de sombres\nrecoins, elle\nattaque en piqué et\nmord sa victime.
Scan text;2;35;S'électrifie quand\nil reçoit la Foudre.\nSi vous l'attaquez\nlorsqu'il est\nélectrifié, vous\nserez foudroyé.
Scan text;2;36;Un poisson\nterrestre dont vous\nne voyez dépasser\nque l'aileron.\nS'agit-il d'un\nrequin?
Scan text;2;37;Un poisson\nterrestre dont vous\nne voyez dépasser\nque l'aileron.\nS'agit-il d'un\nrequin?
Scan text;2;38;Une arme ratée\nconçue il y a 20\nans à Esthar.\nAttaque aussi bien\nalliés qu'ennemis.
Scan text;2;39;Telle une ombre...\nOn dit qu'il s'agit\nd'un être biologique.\nTue ses ennemis en\nrendant son dernier\nsoupir.
Scan text;2;40;Une mutation de\ndragon à 6 globes\noculaires. Utilise\nBrasier et des\nsouffles mortels.
Scan text;2;41;Rempli d'un gaz\nqui lui permet de\nflotter. Paraît\nfaible mais ses\nmultiples attaques\nmentales sont\nredoutables.
Scan text;2;42;Arme d'Esthar\nantipersonnelle.\nPossède 1 réacteur\nantigravité. Peut\nvoler. Attaque\navec 4 membres\narticulés en acier.
Scan text;2;43;Les attaques\narmées sont peu\nefficaces face à sa\nrobuste carapace.\nAttaquez en force\npour lui faire perdre\nl'équilibre.
Scan text;2;44;Il faut beaucoup de\ncalme pour\natteindre cet\ninsecte volant. Il\nest très mobile,\nmais peu résistant.
Scan text;2;45;Change de tactique\nen cours combat.\nEmploie au hasard\nBrasier, Glacier,\nFoudre, etc.
Scan text;2;46;Une arme vivante\nqu'Ultimecia a créée\nà l'aide d'un\ndragon.  Craint\nBrasier et Glacier.\nMais évolue en\ncours de combat.
Scan text;2;47;Utilise la magie et\nses serres acérées.\nModifie sa défense\nen fonction de vos\nattaques.
Scan text;2;48;Puissant mais sans\nréelle  magie. Ses\nattaques armées\nsont redoutables.
Scan text;2;49;Utilise Morphée\navant d'attaquer.\nSa salive est\nempoisonnée.
Scan text;2;50;Un monstre qui se\nprend pour Deling.\nUtilise ses bras\nmonstrueux et des\nattaques mentales.
Scan text;2;51;Possède 4 serres\nacérées. Attaques\npeu puissantes,\nmais utilise un gaz\nmortel.
Scan text;2;52;Les 2 têtes\nlatérales sont des\nmirages, mais elles\nmordent et\ncrachent un poison\nbien réel.
Scan text;2;53;Un habitant des\nmarais revenu sur\nla terre ferme.\nEmpale ses ennemis\navec son énorme\néperon.
Scan text;2;54;Né d'un joyau de la\ncitadelle d'Ultimecia.\nContre-attaque\ntrès rapidement.
Scan text;2;55;Monstrueuse\nmain gauche\nsortant de nulle\npart. Au niveau\nsupérieur, soigne\njoueurs ayant des\nanomalies mentales.
Scan text;2;56;Une horrible main\ndroite surgissant\ndu sol.\nSans magie mais\ntrès puissante.
Scan text;2;57;Une espèce de\ndragon bipède. Son\nsouffle lui sert\nd'attaque mentale.\nIl possède un objet\nrare.
Scan text;2;58;Un soldat immortel,\ninsensible à la\ndouleur. Son souffle\nfatal peut tuer en\nun seul coup.
Scan text;2;59;Un monstre de feu.\nCalme, mais devient\nénorme et peut\nexploser lorsqu'il\nest attaqué.
Scan text;2;60;Une tête sortant\ndu sol. C'est la\npartie exposée d'un\nêtre souterrain.\nArme: tremblement\nde Terre.
Scan text;2;61;Un habitant des\nforêts. Attaque\navec ses\ntentacules mais\naussi avec de\nnombreux sorts\nmentaux.
Scan text;2;62;Cette créature très\nrésistante possède\nde nombreux objets\nrares.
Scan text;2;63;Ses 4 têtes lui\npermettent des\nattaques magiques,\narmées et mentales.\nSon sort favori:\nle Fréon.
Scan text;2;64;Utilise un sort\nqui provoque des\naltérations\nmentales diverses.\nAjustez vos\ndéfenses mentales\navant le combat.
Scan text;2;65;Son armure en\nacier est difficile à\nendommager. Ne\ndispose pas de sort\nmagique mais son\narme tranche\ntous les matériaux.
Scan text;2;66;Son arme principale,\nc'est sa taille.\nUtilise la magie\n(surtout Météore).\nDifficile à vaincre.
Scan text;2;67;Un des ancêtres de\nla Terre.\nSa puissance n'a\nd'égale que sa\nrésistance. Seule\nsolution: la fuite.
Scan text;2;68;Un dragon puissant\net rusé. Si vous\nl'attaquez avec\nBoomerang, il se\njette également ce\nsort pour annuler\nvotre attaque.
Scan text;2;69;Un dragon plus\npetit que les autres\nqui attaque souvent\npar paire.\nMéfiance, sa taille\ncache une terrible\npuissance.
Scan text;2;70;Un monstre en\nforme de statue.\nUtilise la magie et\ndes attaques\nspéciales. Utilise\nparfois Gangrène\net Fatima.
Scan text;2;71;Un vrai bolide ce\ncactus! Il évite\nles attaques grâce\nà d'incroyables\nréflexes. Son sort\nspécial élimine\n1000 HP.
Scan text;2;72;Créature étrange\nvivant dans les\ndonjons. Se déplace\nlentement, mais son\nDésosseur est \nmortel.
Scan text;2;73;Assis, il utilise\nde nombreux sorts\nmagiques. Quand\nil se lève, sa force\nse révèle encore\nplus étonnante.
Scan text;2;74;Ce champignon\ngéant utilise des\nattaques mentales.\nAttention, il est\nplus dangereux\nqu'on ne le croit.
Scan text;2;75;Cette créature\ndiabolique, malgré\nsa taille, utilise\ndes sorts très\npuissants. Méfiez\nvous!
Scan text;2;76;Un extra-terrestre\nperdu sur terre\ndepuis la\ndestruction de\nson aéronef.
Scan text;2;77;G-Force de Feu.\nFacile à vaincre\n(fait partie du\nprogramme éducatif\nde la BGU!)
Scan text;2;78;G-Force terrestre.\nA des pouvoirs\ncuratifs, qu'il ne\npeut utiliser que\ns'il est au sol.
Scan text;2;79;Cette G-Force\nterrestre habite la\nTombe du Roi\nInconnu. Attaque\nà l'aide de sa\nformidable masse\nd'arme en acier.
Scan text;2;80;Chef de la sécurité\ndans la base\ndes missiles de\nGalbadia. Plus\nrésistant que les\nautres soldats.
Scan text;2;81;Quand il utilise\nTriple, les 3 têtes\nde ce chien de\nl'enfer attaquent\navec 3 magies\ndifférentes. Méfiez\nvous de sa queue.
Scan text;2;82;Etrange G-Force\nvivant dans une\nautre dimension.\nSon pouvoir\ndémesuré ôte\nvos points HP\nen un seul coup.
Scan text;2;83;Puissante G-Force.\nAucune défense ne\nrésiste à son\nOuroboros. Lorsqu'il\ntrouve son maître,\nc'est le plus docile\ndes serviteurs.
Scan text;2;84;L'armure de NORG.\nVous devrez\nd'abord la détruire\navant de pouvoir\nattaquer le\nredoutable Shumi.
Scan text;2;85;PAS UN ENNEMI
Scan text;2;86;Légendaire G-Force\nvivant dans un\ndonjon. Son sort\nZantetsuken\ndétruit ce qui se\ntrouve sur son\nchemin.
Scan text;2;87;Soldat Galbadien.\nSon épée jette des\nsorts. Bien\nqu'assez résistant,\nun bon Seed doit le\nvaincre aisément.
Scan text;2;88;Un officier à la\nsolde de Galbadia.\nTuez-le en premier\ncar il peut guérir\nses alliés.
Scan text;2;89;Soldat Galbadien\ngardant la tour de\ncommunication à\nDollet. Il est le\nsouffre-douleur de\nBiggs, son chef.
Scan text;2;90;Cet officier des\nrenseignements\nn'est pas un bon\nguerrier. Chargé de\nréparer la tour\nsatellite de Dollet.\nColérique.
Scan text;2;91;Doublure de Deling.\nSes attaques sont\nspéciales, mais il\nn'est pas très\nrésistant.
Scan text;2;92;Gardien de prison.\nSoldat de Galbadia\nutilisant Morphée\npour capturer les\névadés.
Scan text;2;93;Maître de la BGU.\nIl veut prendre le\ncontrôle de la Fac\nen éliminant son\nex-associé: Cid.
Scan text;2;94;Soldat d'Esthar.\nUtilise une arme à\nfeu et une épée.\nSes coups sont\nredoutables, mais\nil n'est pas très\nrésistant.
Scan text;2;95;Ce cyborg est la\nréplique du soldat\nd'Esthar, mais est\nplus puissant.\nSe sert d'attaques\narmées uniquement.
Scan text;2;96;Système de défense\nde NORG. Fonction\nauto-réparatrice.\nPrivilégie les\nattaques mentales.
Scan text;2;97;Mécanisme défensif\nde NORG. Fonction\nd'auto-entretien.\nAttaques magiques.
Scan text;2;98;PAS UN ENNEMI
Scan text;2;99;Le père de Tomberry.\nApparaît à chaque\nfois que Tomberry\nest vaincu. Bien\nplus résistant que\nson fils.
Scan text;2;100;En plein soleil,\nun cactus peut\ndevenir gigantesque.\nEn voilà la preuve.
Scan text;2;101;Après avoir quitté\nla BGU, est devenu\nle chevalier de la\nprêtresse Edea.\nPossède magie de\nFeu et une épée\nsurpuissante.
Scan text;2;102;Ennemi juré des\nSeeds. Prenez\ngarde à son épée,\nelle n'est pas\ncomme les autres.
Scan text;2;103;Bien que vaincu une\npremière fois, il\nveut venger son\nhonneur. Ses HP ont\ndiminué, mais ses\ncapacités restent\neffrayantes.
Scan text;2;104;Cette puissante\nsorcière règne sur\nGalbadia. Ses\npouvoirs sont sans\nlimites.
Scan text;2;105;Un extra-terrestre\nvivant à l'intérieur\nde l'Hydre. Très\nagressif, il attaque\ntout ce qui bouge.
Scan text;2;106;Le plus puissant\ndes ennemis?\nOn dit qu'il est\ninvincible.
Scan text;2;107;Cette bestiole vit\ndans la tour de\ncommunication de\nDollet. Origine\ninconnue.
Scan text;2;108;La 'Veuve Noire'.\nArme secrète de\nGalbadia. Tant que\nses ennemis sont\nvivants, il poursuit\nsa course.
Scan text;2;109;Une mutation de\ngargouille. Attaque\navec Fossile, et\nsait manier le\nBoomerang.
Scan text;2;110;Gigantesque mais\nne dispose que\nd'attaques\nmagiques, sauf si\nvous multipliez les\nattaques armées.
Scan text;2;111;Une sorte d'insecte.\nUn survivant d'une\nautre époque.\nUtilise son dard et\nsa queue pour\nattaquer.
Scan text;2;112;Son corps de pierre\ndonne une\nimpression\nde lenteur, mais il\nest très rapide. Ce\nmonstre se déplace\nsouvent en meute.
Scan text;2;113;Cette créature de\nl'espace a colonisé\nl'Hydre. Elle s'en\nprend à tout ce qui\nbouge.
Scan text;2;114;Ce monstre extra-\nterrestre habite\ndans l'Hydre. Il\nest carnivore et\naffamé.
Scan text;2;115;Créature\nsouterraine au\ncorps spongieux,\nremplie d'une huile\nempoisonnée qu'elle\ncrache sur ses\nennemis.
Scan text;2;116;Cette Prêtresse ne\ndésire qu'une\nchose: régner sur\nle monde.\nA pris le contrôle\nde Galbadia pour\ndétruire les Seeds.
Scan text;2;117;Blindage en\nacier trempé\nquasi-indestrutible.\nCanon principal\nplus dévastateur\nque rayons du\nrobot Goliath.
Scan text;2;118;Après sa\ndestruction à la\nbase de missiles,\nil a perdu tout\ncontrôle. Un\nadversaire plutôt\nfacile à vaincre.
Scan text;2;119;Un squelette vivant,\nsorti du grand lac\nsalé. Revenu à la\nvie après l'étrange\nassèchement du lac.
Scan text;2;120;PAS UN ENNEMI
Scan text;2;121;Un vieux dispositif\nde défense, oublié\nà Lunatic Pandora\npar les chercheurs\nd'Esthar. Ses\nrayons lasers\nsont dévastateurs.
Scan text;2;122;Epaulière gauche.\nSystème de combat\nautonome.\nFonction auto-\nréparatrice.
Scan text;2;123;Epaulière droite\nmobile. Un engin\nde guerre autonome.\nSystème d'auto-\nentretien.
Scan text;2;124;Soldat de la Fac\nde Galbadia.\nSpécialiste des\nembuscades. Plus\nrésistant que le\nsoldat Galbadien\nde base.
Scan text;2;125;Ultimecia a redonné\nvie à cette arme\nfuturiste. Son\ncanon à impulsions\nest dévastateur.
Scan text;2;126;Ersatz de Flotix.\nArme de soutien. Sa\ntaille réduite ne\nl'empêche pas\nd'utiliser également\nun canon laser.
Scan text;2;127;Un extra-terrestre\nvivant à l'intérieur\nde l'Hydre. Très\nagressif, il attaque\ntout ce qui bouge.
Scan text;2;128;Mage d'Esthar\navant que Laguna\nne le neutralise.\nLiberé par\nUltimecia. Sur le\npoint de retrouver\nses pouvoirs.
Scan text;2;129;{Rinoa} a été\nfusionnée à Adel.\nL'infâme créature\nandrogyne se\nnourrit des HP\nde la jeune fille.
Scan text;2;130;Un de vos plus\ndangereux ennemis.\nPeut-être le plus\ncoriace de tous vos\nadversaires.
Scan text;2;131;Sorcière de l'au-\ndelà apparue avec\nla compression\ntemporelle. Utilise\nune magie peu\npuissante.
Scan text;2;132;Prêtresse du temps\njadis. Adepte de la\nsorcellerie. Plus\neffrayante que\ndangereuse.
Scan text;2;133;Pythie de l'au-\ndelà apparue avec\nla compression\ntemporelle.
Scan text;2;134;Objet Volant\nNon Identifié.
Scan text;2;135;Sous les ordres\nde Keifer. Capable\nd'utiliser l'étrange\nmagie du Vent.\nAttaque avec\nRotator.
Scan text;2;136;Acolyte de Fujin.\nPuissantes\nattaques armées.
Scan text;2;137;Tente de\ncontrôler le monde,\nvia la compression\ntemporelle. Absorbe\nles pouvoirs de\ntoutes les sorcières\ndes siècles passés.
Scan text;2;138;En tant qu'alliée,\nla plus puissante\ndes G-Forces. En\ntant que suppôt\nd'Ultimecia, un\nmonstre quasi-\nindestructible.
Scan text;2;139;PAS UN ENNEMI
Scan text;2;140;Association de\n{Griever} et\nd'Ultimecia. Un\neffroyable ennemi,\ncombinant les\npouvoirs de ces\n2 créatures.
Scan text;2;141;Amplificateur\nmagique d'Ultimecia.\nSi deux mécanismes\nsemblables sont\nutilisés, la force\nde la sorcière est\ndécuplée à l'infini.
Scan text;2;142;Mutation d'Ultimecia\naprès la fusion\ntemporelle.\nUtilise des pouvoirs\nliés au temps et\nà l'espace.
Scan text;2;143;Source des\nnombreux pouvoirs\nmagiques\nd'Ultimecia. Lance\ndes maléfices\nd'une violence\nincommensurable.
Scan text;2;144;Prêt à tout pour\nconserver son\nstatut de chevalier\nde la Prêtresse,\nSes pouvoirs sont\ndevenus maléfiques.
Scan text;2;145;Monstre étudiant à\nla fac de Galbadia.\nUtilise ses\nconnaissances du\nHockey pour tuer\nses ennemis.
Scan text;2;146;Mécanisme géant\nalimenté par magie.\nSes pouvoirs\ndéfensifs le rendent\ndifficile à vaincre.\nUtilisez la magie ou\nvos G-Forces.
Scan text;2;147;Très puissant, ce\nmonstre utilise la\nmagie et des\naiguillades\ndévastatrices.
Scan text;2;148;G-Force devenue\nun monstre sous les\nordres d'Ultimecia.\nSes hypocaustes\ndétruisent tout\nsur leur passage.
Scan text;2;149;Utilise aussi bien\nla magie que les\nattaques armées.\nSa connaissance de\nla magie Tonnerre\naccroît les effets\nde ses assauts.
Scan text;2;150;Dégradé (avec\nBiggs) après le\nfiasco de\nl'opération à la\ntour de Dollet.\nCollabore toujours\navec Biggs.
Scan text;2;151;Ancien officier,\ndégradé après\nl'échec de\nl'opération\nà la tour satellite\nde Dollet. Déteste\nles Seeds.
Scan text;2;152;Soutient Keifer\nà bord de Lunatic\nPandora. Sa magie\ns'est améliorée.\nUtilise des sorts\nde défense et\nd'attaque.
Scan text;2;153;Collabore avec\nFujin et Keifer. Ne\ncompte que sur sa\nforce mais peut\nutiliser de la\nmagie défensive.
Scan text;2;154;PAS UNE CIBLE
Scan text;2;155;PAS UNE CIBLE
Scan text;2;156;PAS UNE CIBLE
Scan text;2;157;PAS UNE CIBLE
Scan text;2;158;Un monstre qui se\nfait passer pour.\nDeling. Attaque\navec ses bras\ndécharnés\net utilise des\nattaques mentales.
Scan text;2;159;Garde de la base de\nmissiles de Galbadia.\nMieux payé et plus\ncombatif que les\nsoldats classiques.
